"Country or Area","Year","Area","Month","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Denmark","2016","Total","January","Data tabulated by year of occurrence","Final figure, complete","2018","4738","14"
"Denmark","2016","Total","February","Data tabulated by year of occurrence","Final figure, complete","2018","4738","14"
"Denmark","2016","Total","March","Data tabulated by year of occurrence","Final figure, complete","2018","4981","14"
"Denmark","2016","Total","April","Data tabulated by year of occurrence","Final figure, complete","2018","4853","14"
"Denmark","2016","Total","May","Data tabulated by year of occurrence","Final figure, complete","2018","5157","14"
"Denmark","2016","Total","June","Data tabulated by year of occurrence","Final figure, complete","2018","5173","14"
"Denmark","2016","Total","July","Data tabulated by year of occurrence","Final figure, complete","2018","5767","14"
"Denmark","2016","Total","August","Data tabulated by year of occurrence","Final figure, complete","2018","5767","14"
"Denmark","2016","Total","September","Data tabulated by year of occurrence","Final figure, complete","2018","5523","14"
"Denmark","2016","Total","October","Data tabulated by year of occurrence","Final figure, complete","2018","5345","14"
"Denmark","2016","Total","November","Data tabulated by year of occurrence","Final figure, complete","2018","4893","14"
"Denmark","2016","Total","December","Data tabulated by year of occurrence","Final figure, complete","2018","4679","14"
"Denmark","2015","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2017","58205","14"
"Denmark","2015","Total","January","Data tabulated by year of occurrence","Final figure, complete","2017","4604","14"
"Denmark","2015","Total","February","Data tabulated by year of occurrence","Final figure, complete","2017","4228","14"
"Denmark","2015","Total","March","Data tabulated by year of occurrence","Final figure, complete","2017","4679","14"
"Denmark","2015","Total","April","Data tabulated by year of occurrence","Final figure, complete","2017","4472","14"
"Denmark","2015","Total","May","Data tabulated by year of occurrence","Final figure, complete","2017","4684","14"
"Denmark","2015","Total","June","Data tabulated by year of occurrence","Final figure, complete","2017","4989","14"
"Denmark","2015","Total","July","Data tabulated by year of occurrence","Final figure, complete","2017","5221","14"
"Denmark","2015","Total","August","Data tabulated by year of occurrence","Final figure, complete","2017","5400","14"
"Denmark","2015","Total","September","Data tabulated by year of occurrence","Final figure, complete","2017","5268","14"
"Denmark","2015","Total","October","Data tabulated by year of occurrence","Final figure, complete","2017","5198","14"
"Denmark","2015","Total","November","Data tabulated by year of occurrence","Final figure, complete","2017","4828","14"
"Denmark","2015","Total","December","Data tabulated by year of occurrence","Final figure, complete","2017","4634","14"
"Denmark","2014","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2016","56870","14"
"Denmark","2014","Total","January","Data tabulated by year of occurrence","Final figure, complete","2016","4735","14"
"Denmark","2014","Total","February","Data tabulated by year of occurrence","Final figure, complete","2016","4239","14"
"Denmark","2014","Total","March","Data tabulated by year of occurrence","Final figure, complete","2016","4551","14"
"Denmark","2014","Total","April","Data tabulated by year of occurrence","Final figure, complete","2016","4614","14"
"Denmark","2014","Total","May","Data tabulated by year of occurrence","Final figure, complete","2016","4683","14"
"Denmark","2014","Total","June","Data tabulated by year of occurrence","Final figure, complete","2016","4849","14"
"Denmark","2014","Total","July","Data tabulated by year of occurrence","Final figure, complete","2016","5295","14"
"Denmark","2014","Total","August","Data tabulated by year of occurrence","Final figure, complete","2016","5072","14"
"Denmark","2014","Total","September","Data tabulated by year of occurrence","Final figure, complete","2016","4957","14"
"Denmark","2014","Total","October","Data tabulated by year of occurrence","Final figure, complete","2016","4914","14"
"Denmark","2014","Total","November","Data tabulated by year of occurrence","Final figure, complete","2016","4578","14"
"Denmark","2014","Total","December","Data tabulated by year of occurrence","Final figure, complete","2016","4383","14"
"Denmark","2013","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2015","55873","14"
"Denmark","2013","Total","January","Data tabulated by year of occurrence","Final figure, complete","2015","4575","14"
"Denmark","2013","Total","February","Data tabulated by year of occurrence","Final figure, complete","2015","4292","14"
"Denmark","2013","Total","March","Data tabulated by year of occurrence","Final figure, complete","2015","4711","14"
"Denmark","2013","Total","April","Data tabulated by year of occurrence","Final figure, complete","2015","4594","14"
"Denmark","2013","Total","May","Data tabulated by year of occurrence","Final figure, complete","2015","4859","14"
"Denmark","2013","Total","June","Data tabulated by year of occurrence","Final figure, complete","2015","4747","14"
"Denmark","2013","Total","July","Data tabulated by year of occurrence","Final figure, complete","2015","5159","14"
"Denmark","2013","Total","August","Data tabulated by year of occurrence","Final figure, complete","2015","4974","14"
"Denmark","2013","Total","September","Data tabulated by year of occurrence","Final figure, complete","2015","4673","14"
"Denmark","2013","Total","October","Data tabulated by year of occurrence","Final figure, complete","2015","4613","14"
"Denmark","2013","Total","November","Data tabulated by year of occurrence","Final figure, complete","2015","4308","14"
"Denmark","2013","Total","December","Data tabulated by year of occurrence","Final figure, complete","2015","4368","14"
"Denmark","2012","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2013","57916","14"
"Denmark","2012","Total","January","Data tabulated by year of occurrence","Final figure, complete","2013","4779","14"
"Denmark","2012","Total","February","Data tabulated by year of occurrence","Final figure, complete","2013","4506","14"
"Denmark","2012","Total","March","Data tabulated by year of occurrence","Final figure, complete","2013","4813","14"
"Denmark","2012","Total","April","Data tabulated by year of occurrence","Final figure, complete","2013","4527","14"
"Denmark","2012","Total","May","Data tabulated by year of occurrence","Final figure, complete","2013","4853","14"
"Denmark","2012","Total","June","Data tabulated by year of occurrence","Final figure, complete","2013","4935","14"
"Denmark","2012","Total","July","Data tabulated by year of occurrence","Final figure, complete","2013","5314","14"
"Denmark","2012","Total","August","Data tabulated by year of occurrence","Final figure, complete","2013","5153","14"
"Denmark","2012","Total","September","Data tabulated by year of occurrence","Final figure, complete","2013","4964","14"
"Denmark","2012","Total","October","Data tabulated by year of occurrence","Final figure, complete","2013","4982","14"
"Denmark","2012","Total","November","Data tabulated by year of occurrence","Final figure, complete","2013","4604","14"
"Denmark","2012","Total","December","Data tabulated by year of occurrence","Final figure, complete","2013","4486","14"
"Denmark","2011","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2012","58998","14"
"Denmark","2011","Total","January","Data tabulated by year of occurrence","Final figure, complete","2012","4978","14"
"Denmark","2011","Total","February","Data tabulated by year of occurrence","Final figure, complete","2012","4466","14"
"Denmark","2011","Total","March","Data tabulated by year of occurrence","Final figure, complete","2012","4977","14"
"Denmark","2011","Total","April","Data tabulated by year of occurrence","Final figure, complete","2012","4616","14"
"Denmark","2011","Total","May","Data tabulated by year of occurrence","Final figure, complete","2012","4972","14"
"Denmark","2011","Total","June","Data tabulated by year of occurrence","Final figure, complete","2012","5230","14"
"Denmark","2011","Total","July","Data tabulated by year of occurrence","Final figure, complete","2012","5425","14"
"Denmark","2011","Total","August","Data tabulated by year of occurrence","Final figure, complete","2012","5455","14"
"Denmark","2011","Total","September","Data tabulated by year of occurrence","Final figure, complete","2012","5009","14"
"Denmark","2011","Total","October","Data tabulated by year of occurrence","Final figure, complete","2012","4742","14"
"Denmark","2011","Total","November","Data tabulated by year of occurrence","Final figure, complete","2012","4603","14"
"Denmark","2011","Total","December","Data tabulated by year of occurrence","Final figure, complete","2012","4525","14"
"Denmark","2010","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2011","63411","14"
"Denmark","2010","Total","January","Data tabulated by year of occurrence","Final figure, complete","2011","5232","14"
"Denmark","2010","Total","February","Data tabulated by year of occurrence","Final figure, complete","2011","4995","14"
"Denmark","2010","Total","March","Data tabulated by year of occurrence","Final figure, complete","2011","5379","14"
"Denmark","2010","Total","April","Data tabulated by year of occurrence","Final figure, complete","2011","4936","14"
"Denmark","2010","Total","May","Data tabulated by year of occurrence","Final figure, complete","2011","5337","14"
"Denmark","2010","Total","June","Data tabulated by year of occurrence","Final figure, complete","2011","5584","14"
"Denmark","2010","Total","July","Data tabulated by year of occurrence","Final figure, complete","2011","5557","14"
"Denmark","2010","Total","August","Data tabulated by year of occurrence","Final figure, complete","2011","5572","14"
"Denmark","2010","Total","September","Data tabulated by year of occurrence","Final figure, complete","2011","5572","14"
"Denmark","2010","Total","October","Data tabulated by year of occurrence","Final figure, complete","2011","5353","14"
"Denmark","2010","Total","November","Data tabulated by year of occurrence","Final figure, complete","2011","4974","14"
"Denmark","2010","Total","December","Data tabulated by year of occurrence","Final figure, complete","2011","4920","14"
"Denmark","2010","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2011","0","14"
"Egypt","2019","Total","January","Data tabulated by year of registration","Provisional figure","2019","188267",""
"Egypt","2019","Total","February","Data tabulated by year of registration","Provisional figure","2019","155733",""
"Egypt","2019","Total","March","Data tabulated by year of registration","Provisional figure","2019","184005",""
"Egypt","2019","Total","April","Data tabulated by year of registration","Provisional figure","2019","169668",""
"Egypt","2019","Total","June","Data tabulated by year of registration","Provisional figure","2019","192310",""
"Egypt","2019","Total","August","Data tabulated by year of registration","Provisional figure","2019","208361",""
"Egypt","2019","Total","September","Data tabulated by year of registration","Provisional figure","2019","210063",""
"Egypt","2018","Total","January","Data tabulated by year of registration","Provisional figure","2018","218938",""
"Egypt","2018","Total","February","Data tabulated by year of registration","Provisional figure","2018","169724",""
"Egypt","2018","Total","March","Data tabulated by year of registration","Provisional figure","2018","188545",""
"Egypt","2018","Total","April","Data tabulated by year of registration","Provisional figure","2018","176545",""
"Egypt","2018","Total","May","Data tabulated by year of registration","Provisional figure","2018","194582",""
"Egypt","2018","Total","June","Data tabulated by year of registration","Provisional figure","2018","201052",""
"Egypt","2018","Total","July","Data tabulated by year of registration","Provisional figure","2018","228985",""
"Egypt","2018","Total","August","Data tabulated by year of registration","Provisional figure","2019","210204",""
"Egypt","2018","Total","November","Data tabulated by year of registration","Provisional figure","2019","182905",""
"Egypt","2018","Total","December","Data tabulated by year of registration","Provisional figure","2019","188267",""
"Egypt","2017","Total","Total","Data tabulated by year of registration","Final figure, complete","2018","2557440",""
"Egypt","2017","Total","January","Data tabulated by year of registration","Final figure, complete","2018","233380",""
"Egypt","2017","Total","February","Data tabulated by year of registration","Final figure, complete","2018","185010",""
"Egypt","2017","Total","March","Data tabulated by year of registration","Final figure, complete","2018","187610",""
"Egypt","2017","Total","April","Data tabulated by year of registration","Final figure, complete","2018","194295",""
"Egypt","2017","Total","May","Data tabulated by year of registration","Final figure, complete","2018","216613",""
"Egypt","2017","Total","June","Data tabulated by year of registration","Final figure, complete","2018","194517",""
"Egypt","2017","Total","July","Data tabulated by year of registration","Final figure, complete","2018","264296",""
"Egypt","2017","Total","August","Data tabulated by year of registration","Final figure, complete","2018","237289",""
"Egypt","2017","Total","September","Data tabulated by year of registration","Final figure, complete","2018","221016",""
"Egypt","2017","Total","October","Data tabulated by year of registration","Final figure, complete","2018","226896",""
"Egypt","2017","Total","November","Data tabulated by year of registration","Final figure, complete","2018","198440",""
"Egypt","2017","Total","December","Data tabulated by year of registration","Final figure, complete","2018","198078",""
"Egypt","2016","Total","Total","Data tabulated by year of registration","Final figure, complete","2018","2600173",""
"Egypt","2016","Total","January","Data tabulated by year of registration","Final figure, complete","2018","241102",""
"Egypt","2016","Total","February","Data tabulated by year of registration","Final figure, complete","2018","206922",""
"Egypt","2016","Total","March","Data tabulated by year of registration","Final figure, complete","2018","206371",""
"Egypt","2016","Total","April","Data tabulated by year of registration","Final figure, complete","2018","190807",""
"Egypt","2016","Total","May","Data tabulated by year of registration","Final figure, complete","2018","186982",""
"Egypt","2016","Total","June","Data tabulated by year of registration","Final figure, complete","2018","199622",""
"Egypt","2016","Total","July","Data tabulated by year of registration","Final figure, complete","2018","238147",""
"Egypt","2016","Total","August","Data tabulated by year of registration","Final figure, complete","2018","246771",""
"Egypt","2016","Total","September","Data tabulated by year of registration","Final figure, complete","2018","225842",""
"Egypt","2016","Total","October","Data tabulated by year of registration","Final figure, complete","2018","235212",""
"Egypt","2016","Total","November","Data tabulated by year of registration","Final figure, complete","2018","219130",""
"Egypt","2016","Total","December","Data tabulated by year of registration","Final figure, complete","2018","203265",""
"Egypt","2015","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2016","2696231",""
"Egypt","2015","Total","Total","Data tabulated by year of registration","Final figure, complete","2018","2685276",""
"Egypt","2015","Total","January","Data tabulated by year of occurrence","Final figure, complete","2016","242767",""
"Egypt","2015","Total","January","Data tabulated by year of registration","Final figure, complete","2018","243030",""
"Egypt","2015","Total","February","Data tabulated by year of occurrence","Final figure, complete","2016","200651",""
"Egypt","2015","Total","February","Data tabulated by year of registration","Final figure, complete","2018","200650",""
"Egypt","2015","Total","March","Data tabulated by year of occurrence","Final figure, complete","2016","219109",""
"Egypt","2015","Total","March","Data tabulated by year of registration","Final figure, complete","2018","219153",""
"Egypt","2015","Total","April","Data tabulated by year of occurrence","Final figure, complete","2016","187895",""
"Egypt","2015","Total","April","Data tabulated by year of registration","Final figure, complete","2018","187771",""
"Egypt","2015","Total","May","Data tabulated by year of occurrence","Final figure, complete","2016","210263",""
"Egypt","2015","Total","May","Data tabulated by year of registration","Final figure, complete","2018","210278",""
"Egypt","2015","Total","June","Data tabulated by year of occurrence","Final figure, complete","2016","212799",""
"Egypt","2015","Total","June","Data tabulated by year of registration","Final figure, complete","2018","212946",""
"Egypt","2015","Total","July","Data tabulated by year of occurrence","Final figure, complete","2016","251455",""
"Egypt","2015","Total","July","Data tabulated by year of registration","Final figure, complete","2018","251373",""
"Egypt","2015","Total","August","Data tabulated by year of occurrence","Final figure, complete","2016","269130",""
"Egypt","2015","Total","August","Data tabulated by year of registration","Final figure, complete","2018","257776",""
"Egypt","2015","Total","September","Data tabulated by year of occurrence","Final figure, complete","2016","232003",""
"Egypt","2015","Total","September","Data tabulated by year of registration","Final figure, complete","2018","231988",""
"Egypt","2015","Total","October","Data tabulated by year of occurrence","Final figure, complete","2016","235768",""
"Egypt","2015","Total","October","Data tabulated by year of registration","Final figure, complete","2018","235865",""
"Egypt","2015","Total","November","Data tabulated by year of occurrence","Final figure, complete","2016","220705",""
"Egypt","2015","Total","November","Data tabulated by year of registration","Final figure, complete","2018","220697",""
"Egypt","2015","Total","December","Data tabulated by year of occurrence","Final figure, complete","2016","213686",""
"Egypt","2015","Total","December","Data tabulated by year of registration","Final figure, complete","2018","213749",""
"Egypt","2014","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2016","2720495",""
"Egypt","2014","Total","January","Data tabulated by year of occurrence","Final figure, complete","2016","239622",""
"Egypt","2014","Total","January","Data tabulated by year of registration","Provisional figure","2014","235860",""
"Egypt","2014","Total","February","Data tabulated by year of occurrence","Final figure, complete","2016","200398",""
"Egypt","2014","Total","March","Data tabulated by year of occurrence","Final figure, complete","2016","226463",""
"Egypt","2014","Total","April","Data tabulated by year of occurrence","Final figure, complete","2016","201982",""
"Egypt","2014","Total","May","Data tabulated by year of occurrence","Final figure, complete","2016","207741",""
"Egypt","2014","Total","June","Data tabulated by year of occurrence","Final figure, complete","2016","222440",""
"Egypt","2014","Total","July","Data tabulated by year of occurrence","Final figure, complete","2016","234678",""
"Egypt","2014","Total","August","Data tabulated by year of occurrence","Final figure, complete","2016","275761",""
"Egypt","2014","Total","August","Data tabulated by year of registration","Provisional figure","2014","274445",""
"Egypt","2014","Total","September","Data tabulated by year of occurrence","Final figure, complete","2016","250135",""
"Egypt","2014","Total","September","Data tabulated by year of registration","Provisional figure","2015","236143",""
"Egypt","2014","Total","October","Data tabulated by year of occurrence","Final figure, complete","2016","220003",""
"Egypt","2014","Total","October","Data tabulated by year of registration","Provisional figure","2015","208391",""
"Egypt","2014","Total","November","Data tabulated by year of occurrence","Final figure, complete","2016","229443",""
"Egypt","2014","Total","November","Data tabulated by year of registration","Provisional figure","2015","229462",""
"Egypt","2014","Total","December","Data tabulated by year of occurrence","Final figure, complete","2016","211829",""
"Egypt","2014","Total","December","Data tabulated by year of registration","Provisional figure","2015","211783",""
"Egypt","2013","Total","Total","Data tabulated by year of registration","Final figure, complete","2015","2621902",""
"Egypt","2013","Total","January","Data tabulated by year of registration","Final figure, complete","2015","236989",""
"Egypt","2013","Total","February","Data tabulated by year of registration","Final figure, complete","2015","196326",""
"Egypt","2013","Total","March","Data tabulated by year of registration","Final figure, complete","2015","208466",""
"Egypt","2013","Total","April","Data tabulated by year of registration","Final figure, complete","2015","176491",""
"Egypt","2013","Total","May","Data tabulated by year of registration","Final figure, complete","2015","182893",""
"Egypt","2013","Total","June","Data tabulated by year of registration","Final figure, complete","2015","216075",""
"Egypt","2013","Total","July","Data tabulated by year of registration","Final figure, complete","2015","245813",""
"Egypt","2013","Total","August","Data tabulated by year of registration","Final figure, complete","2015","245358",""
"Egypt","2013","Total","September","Data tabulated by year of registration","Final figure, complete","2015","245855",""
"Egypt","2013","Total","October","Data tabulated by year of registration","Final figure, complete","2015","238915",""
"Egypt","2013","Total","November","Data tabulated by year of registration","Final figure, complete","2015","221477",""
"Egypt","2013","Total","December","Data tabulated by year of registration","Final figure, complete","2015","207244",""
"Egypt","2012","Total","Total","Data tabulated by year of registration","Final figure, complete","2014","2629769",""
"Egypt","2012","Total","January","Data tabulated by year of registration","Final figure, complete","2014","250676",""
"Egypt","2012","Total","February","Data tabulated by year of registration","Final figure, complete","2014","213985",""
"Egypt","2012","Total","March","Data tabulated by year of registration","Final figure, complete","2014","213691",""
"Egypt","2012","Total","April","Data tabulated by year of registration","Final figure, complete","2014","213826",""
"Egypt","2012","Total","May","Data tabulated by year of registration","Final figure, complete","2014","206935",""
"Egypt","2012","Total","June","Data tabulated by year of registration","Final figure, complete","2014","207234",""
"Egypt","2012","Total","July","Data tabulated by year of registration","Final figure, complete","2014","223288",""
"Egypt","2012","Total","August","Data tabulated by year of registration","Final figure, complete","2014","230685",""
"Egypt","2012","Total","September","Data tabulated by year of registration","Final figure, complete","2014","237037",""
"Egypt","2012","Total","October","Data tabulated by year of registration","Final figure, complete","2014","213678",""
"Egypt","2012","Total","November","Data tabulated by year of registration","Final figure, complete","2014","212427",""
"Egypt","2012","Total","December","Data tabulated by year of registration","Final figure, complete","2014","206307",""
"Egypt","2011","Total","Total","Data tabulated by year of registration","Final figure, complete","2013","2442094",""
"Egypt","2011","Total","January","Data tabulated by year of registration","Final figure, complete","2013","189331",""
"Egypt","2011","Total","February","Data tabulated by year of registration","Final figure, complete","2013","197971",""
"Egypt","2011","Total","March","Data tabulated by year of registration","Final figure, complete","2013","203442",""
"Egypt","2011","Total","April","Data tabulated by year of registration","Final figure, complete","2013","196516",""
"Egypt","2011","Total","May","Data tabulated by year of registration","Final figure, complete","2013","193419",""
"Egypt","2011","Total","June","Data tabulated by year of registration","Final figure, complete","2013","196026",""
"Egypt","2011","Total","July","Data tabulated by year of registration","Final figure, complete","2013","216515",""
"Egypt","2011","Total","August","Data tabulated by year of registration","Final figure, complete","2013","221032",""
"Egypt","2011","Total","September","Data tabulated by year of registration","Final figure, complete","2013","225538",""
"Egypt","2011","Total","October","Data tabulated by year of registration","Final figure, complete","2013","199705",""
"Egypt","2011","Total","November","Data tabulated by year of registration","Final figure, complete","2013","205119",""
"Egypt","2011","Total","December","Data tabulated by year of registration","Final figure, complete","2013","197480",""
"Egypt","2010","Total","Total","Data tabulated by year of registration","Final figure, complete","2012","2261409",""
"Egypt","2010","Total","January","Data tabulated by year of registration","Final figure, complete","2012","205833",""
"Egypt","2010","Total","February","Data tabulated by year of registration","Final figure, complete","2012","172109",""
"Egypt","2010","Total","March","Data tabulated by year of registration","Final figure, complete","2012","177332",""
"Egypt","2010","Total","April","Data tabulated by year of registration","Final figure, complete","2012","168628",""
"Egypt","2010","Total","May","Data tabulated by year of registration","Final figure, complete","2012","180080",""
"Egypt","2010","Total","June","Data tabulated by year of registration","Final figure, complete","2012","183619",""
"Egypt","2010","Total","July","Data tabulated by year of registration","Final figure, complete","2012","199995",""
"Egypt","2010","Total","August","Data tabulated by year of registration","Final figure, complete","2012","208969",""
"Egypt","2010","Total","September","Data tabulated by year of registration","Final figure, complete","2012","225622",""
"Egypt","2010","Total","October","Data tabulated by year of registration","Final figure, complete","2012","193044",""
"Egypt","2010","Total","November","Data tabulated by year of registration","Final figure, complete","2012","187180",""
"Egypt","2010","Total","December","Data tabulated by year of registration","Final figure, complete","2012","158998",""
"El Salvador","2014","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2017","108903","15"
"El Salvador","2014","Total","January","Data tabulated by year of occurrence","Final figure, complete","2017","8885","15"
"El Salvador","2014","Total","February","Data tabulated by year of occurrence","Final figure, complete","2017","7984","15"
"El Salvador","2014","Total","March","Data tabulated by year of occurrence","Final figure, complete","2017","9170","15"
"El Salvador","2014","Total","April","Data tabulated by year of occurrence","Final figure, complete","2017","9118","15"
"El Salvador","2014","Total","May","Data tabulated by year of occurrence","Final figure, complete","2017","9404","15"
"El Salvador","2014","Total","June","Data tabulated by year of occurrence","Final figure, complete","2017","9064","15"
"El Salvador","2014","Total","July","Data tabulated by year of occurrence","Final figure, complete","2017","9107","15"
"El Salvador","2014","Total","August","Data tabulated by year of occurrence","Final figure, complete","2017","9013","15"
"El Salvador","2014","Total","September","Data tabulated by year of occurrence","Final figure, complete","2017","9984","15"
"El Salvador","2014","Total","October","Data tabulated by year of occurrence","Final figure, complete","2017","10011","15"
"El Salvador","2014","Total","November","Data tabulated by year of occurrence","Final figure, complete","2017","8660","15"
"El Salvador","2014","Total","December","Data tabulated by year of occurrence","Final figure, complete","2017","8503","15"
"El Salvador","2012","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2014","111104",""
"El Salvador","2012","Total","January","Data tabulated by year of occurrence","Final figure, complete","2014","5622",""
"El Salvador","2012","Total","February","Data tabulated by year of occurrence","Final figure, complete","2014","8024",""
"El Salvador","2012","Total","March","Data tabulated by year of occurrence","Final figure, complete","2014","8685",""
"El Salvador","2012","Total","April","Data tabulated by year of occurrence","Final figure, complete","2014","7392",""
"El Salvador","2012","Total","May","Data tabulated by year of occurrence","Final figure, complete","2014","10425",""
"El Salvador","2012","Total","June","Data tabulated by year of occurrence","Final figure, complete","2014","8544",""
"El Salvador","2012","Total","July","Data tabulated by year of occurrence","Final figure, complete","2014","9175",""
"El Salvador","2012","Total","August","Data tabulated by year of occurrence","Final figure, complete","2014","9358",""
"El Salvador","2012","Total","September","Data tabulated by year of occurrence","Final figure, complete","2014","9424",""
"El Salvador","2012","Total","October","Data tabulated by year of occurrence","Final figure, complete","2014","10951",""
"El Salvador","2012","Total","November","Data tabulated by year of occurrence","Final figure, complete","2014","9278",""
"El Salvador","2012","Total","December","Data tabulated by year of occurrence","Final figure, complete","2014","14226",""
"El Salvador","2011","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2013","109384",""
"El Salvador","2011","Total","January","Data tabulated by year of occurrence","Final figure, complete","2013","4973",""
"El Salvador","2011","Total","February","Data tabulated by year of occurrence","Final figure, complete","2013","6900",""
"El Salvador","2011","Total","March","Data tabulated by year of occurrence","Final figure, complete","2013","8789",""
"El Salvador","2011","Total","April","Data tabulated by year of occurrence","Final figure, complete","2013","7385",""
"El Salvador","2011","Total","May","Data tabulated by year of occurrence","Final figure, complete","2013","9287",""
"El Salvador","2011","Total","June","Data tabulated by year of occurrence","Final figure, complete","2013","8789",""
"El Salvador","2011","Total","July","Data tabulated by year of occurrence","Final figure, complete","2013","8841",""
"El Salvador","2011","Total","August","Data tabulated by year of occurrence","Final figure, complete","2013","9693",""
"El Salvador","2011","Total","September","Data tabulated by year of occurrence","Final figure, complete","2013","10353",""
"El Salvador","2011","Total","October","Data tabulated by year of occurrence","Final figure, complete","2013","9863",""
"El Salvador","2011","Total","November","Data tabulated by year of occurrence","Final figure, complete","2013","10193",""
"El Salvador","2011","Total","December","Data tabulated by year of occurrence","Final figure, complete","2013","14318",""
"El Salvador","2010","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2013","104939",""
"El Salvador","2010","Total","January","Data tabulated by year of occurrence","Final figure, complete","2013","5169",""
"El Salvador","2010","Total","February","Data tabulated by year of occurrence","Final figure, complete","2013","7386",""
"El Salvador","2010","Total","March","Data tabulated by year of occurrence","Final figure, complete","2013","7318",""
"El Salvador","2010","Total","April","Data tabulated by year of occurrence","Final figure, complete","2013","8359",""
"El Salvador","2010","Total","May","Data tabulated by year of occurrence","Final figure, complete","2013","7595",""
"El Salvador","2010","Total","June","Data tabulated by year of occurrence","Final figure, complete","2013","8202",""
"El Salvador","2010","Total","July","Data tabulated by year of occurrence","Final figure, complete","2013","8292",""
"El Salvador","2010","Total","August","Data tabulated by year of occurrence","Final figure, complete","2013","8670",""
"El Salvador","2010","Total","September","Data tabulated by year of occurrence","Final figure, complete","2013","9638",""
"El Salvador","2010","Total","October","Data tabulated by year of occurrence","Final figure, complete","2013","9967",""
"El Salvador","2010","Total","November","Data tabulated by year of occurrence","Final figure, complete","2013","9842",""
"El Salvador","2010","Total","December","Data tabulated by year of occurrence","Final figure, complete","2013","14501",""
"Estonia","2019","Total","Total","Data tabulated by year of occurrence","Provisional figure","2019","13898",""
"Estonia","2019","Total","January","Data tabulated by year of occurrence","Provisional figure","2019","1048",""
"Estonia","2019","Total","February","Data tabulated by year of occurrence","Provisional figure","2019","989",""
"Estonia","2019","Total","March","Data tabulated by year of occurrence","Provisional figure","2019","1108",""
"Estonia","2019","Total","April","Data tabulated by year of occurrence","Provisional figure","2019","1207",""
"Estonia","2019","Total","May","Data tabulated by year of occurrence","Provisional figure","2019","1186",""
"Estonia","2019","Total","June","Data tabulated by year of occurrence","Provisional figure","2019","1155",""
"Estonia","2019","Total","July","Data tabulated by year of occurrence","Provisional figure","2019","1391",""
"Estonia","2019","Total","August","Data tabulated by year of occurrence","Provisional figure","2019","1305",""
"Estonia","2019","Total","September","Data tabulated by year of occurrence","Provisional figure","2019","1226",""
"Estonia","2019","Total","October","Data tabulated by year of occurrence","Provisional figure","2019","1155",""
"Estonia","2019","Total","November","Data tabulated by year of occurrence","Provisional figure","2019","1017",""
"Estonia","2019","Total","December","Data tabulated by year of occurrence","Provisional figure","2019","1111",""
"Estonia","2018","Total","Total","Data tabulated by year of occurrence","Provisional figure","2019","14270",""
"Estonia","2018","Total","January","Data tabulated by year of occurrence","Provisional figure","2018","1189",""
"Estonia","2018","Total","February","Data tabulated by year of occurrence","Provisional figure","2018","1035",""
"Estonia","2018","Total","March","Data tabulated by year of occurrence","Provisional figure","2018","1150",""
"Estonia","2018","Total","April","Data tabulated by year of occurrence","Provisional figure","2018","1257",""
"Estonia","2018","Total","May","Data tabulated by year of occurrence","Provisional figure","2018","1253",""
"Estonia","2018","Total","June","Data tabulated by year of occurrence","Provisional figure","2018","1211",""
"Estonia","2018","Total","July","Data tabulated by year of occurrence","Provisional figure","2018","1419",""
"Estonia","2018","Total","August","Data tabulated by year of occurrence","Provisional figure","2018","1318",""
"Estonia","2018","Total","September","Data tabulated by year of occurrence","Provisional figure","2018","1107",""
"Estonia","2018","Total","October","Data tabulated by year of occurrence","Provisional figure","2018","1282",""
"Estonia","2018","Total","November","Data tabulated by year of occurrence","Provisional figure","2018","1046",""
"Estonia","2018","Total","December","Data tabulated by year of occurrence","Provisional figure","2019","1003",""
"Estonia","2017","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2019","13784",""
"Estonia","2017","Total","January","Data tabulated by year of occurrence","Final figure, complete","2019","1037",""
"Estonia","2017","Total","February","Data tabulated by year of occurrence","Final figure, complete","2019","1055",""
"Estonia","2017","Total","March","Data tabulated by year of occurrence","Final figure, complete","2019","1075",""
"Estonia","2017","Total","April","Data tabulated by year of occurrence","Final figure, complete","2019","1121",""
"Estonia","2017","Total","May","Data tabulated by year of occurrence","Final figure, complete","2019","1176",""
"Estonia","2017","Total","June","Data tabulated by year of occurrence","Final figure, complete","2019","1204",""
"Estonia","2017","Total","July","Data tabulated by year of occurrence","Final figure, complete","2019","1262",""
"Estonia","2017","Total","August","Data tabulated by year of occurrence","Final figure, complete","2019","1294",""
"Estonia","2017","Total","September","Data tabulated by year of occurrence","Final figure, complete","2019","1251",""
