"Country or Area","Year","Area","Month","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Brunei Darussalam","2014","Total","January","Data tabulated by year of registration","Final figure, complete","2016","118",""
"Brunei Darussalam","2014","Total","February","Data tabulated by year of registration","Final figure, complete","2016","122",""
"Brunei Darussalam","2014","Total","March","Data tabulated by year of registration","Final figure, complete","2016","138",""
"Brunei Darussalam","2014","Total","April","Data tabulated by year of registration","Final figure, complete","2016","123",""
"Brunei Darussalam","2014","Total","May","Data tabulated by year of registration","Final figure, complete","2016","104",""
"Brunei Darussalam","2014","Total","June","Data tabulated by year of registration","Final figure, complete","2016","125",""
"Brunei Darussalam","2014","Total","July","Data tabulated by year of registration","Final figure, complete","2016","94",""
"Brunei Darussalam","2014","Total","August","Data tabulated by year of registration","Final figure, complete","2016","127",""
"Brunei Darussalam","2014","Total","September","Data tabulated by year of registration","Final figure, complete","2016","138",""
"Brunei Darussalam","2014","Total","October","Data tabulated by year of registration","Final figure, complete","2016","137",""
"Brunei Darussalam","2014","Total","November","Data tabulated by year of registration","Final figure, complete","2016","120",""
"Brunei Darussalam","2014","Total","December","Data tabulated by year of registration","Final figure, complete","2016","124",""
"Brunei Darussalam","2013","Total","Total","Data tabulated by year of registration","Final figure, complete","2016","1398",""
"Brunei Darussalam","2013","Total","January","Data tabulated by year of registration","Final figure, complete","2016","103",""
"Brunei Darussalam","2013","Total","February","Data tabulated by year of registration","Final figure, complete","2016","101",""
"Brunei Darussalam","2013","Total","March","Data tabulated by year of registration","Final figure, complete","2016","121",""
"Brunei Darussalam","2013","Total","April","Data tabulated by year of registration","Final figure, complete","2016","112",""
"Brunei Darussalam","2013","Total","May","Data tabulated by year of registration","Final figure, complete","2016","115",""
"Brunei Darussalam","2013","Total","June","Data tabulated by year of registration","Final figure, complete","2016","114",""
"Brunei Darussalam","2013","Total","July","Data tabulated by year of registration","Final figure, complete","2016","135",""
"Brunei Darussalam","2013","Total","August","Data tabulated by year of registration","Final figure, complete","2016","115",""
"Brunei Darussalam","2013","Total","September","Data tabulated by year of registration","Final figure, complete","2016","132",""
"Brunei Darussalam","2013","Total","October","Data tabulated by year of registration","Final figure, complete","2016","124",""
"Brunei Darussalam","2013","Total","November","Data tabulated by year of registration","Final figure, complete","2016","113",""
"Brunei Darussalam","2013","Total","December","Data tabulated by year of registration","Final figure, complete","2016","113",""
"Bulgaria","2019","Total","April","Data tabulated by year of occurrence","Provisional figure","2019","8774",""
"Bulgaria","2019","Total","May","Data tabulated by year of occurrence","Provisional figure","2019","8827",""
"Bulgaria","2019","Total","June","Data tabulated by year of occurrence","Provisional figure","2019","8352",""
"Bulgaria","2019","Total","July","Data tabulated by year of occurrence","Provisional figure","2019","8302",""
"Bulgaria","2019","Total","August","Data tabulated by year of occurrence","Provisional figure","2019","8432",""
"Bulgaria","2019","Total","September","Data tabulated by year of occurrence","Provisional figure","2019","7464",""
"Bulgaria","2018","Total","July","Data tabulated by year of occurrence","Provisional figure","2018","8572",""
"Bulgaria","2018","Total","August","Data tabulated by year of occurrence","Provisional figure","2018","8136",""
"Bulgaria","2018","Total","September","Data tabulated by year of occurrence","Provisional figure","2018","7941",""
"Bulgaria","2018","Total","October","Data tabulated by year of occurrence","Provisional figure","2019","9159",""
"Bulgaria","2018","Total","November","Data tabulated by year of occurrence","Provisional figure","2019","9070",""
"Bulgaria","2018","Total","December","Data tabulated by year of occurrence","Provisional figure","2019","10257",""
"Bulgaria","2017","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2018","109791",""
"Bulgaria","2017","Total","January","Data tabulated by year of occurrence","Final figure, complete","2018","12985",""
"Bulgaria","2017","Total","February","Data tabulated by year of occurrence","Final figure, complete","2018","9471",""
"Bulgaria","2017","Total","March","Data tabulated by year of occurrence","Final figure, complete","2018","9484",""
"Bulgaria","2017","Total","April","Data tabulated by year of occurrence","Final figure, complete","2018","8885",""
"Bulgaria","2017","Total","May","Data tabulated by year of occurrence","Final figure, complete","2018","8712",""
"Bulgaria","2017","Total","June","Data tabulated by year of occurrence","Final figure, complete","2018","8596",""
"Bulgaria","2017","Total","July","Data tabulated by year of occurrence","Final figure, complete","2018","8672",""
"Bulgaria","2017","Total","August","Data tabulated by year of occurrence","Final figure, complete","2018","8291",""
"Bulgaria","2017","Total","September","Data tabulated by year of occurrence","Final figure, complete","2018","7651",""
"Bulgaria","2017","Total","October","Data tabulated by year of occurrence","Final figure, complete","2018","8850",""
"Bulgaria","2017","Total","November","Data tabulated by year of occurrence","Final figure, complete","2018","8851",""
"Bulgaria","2017","Total","December","Data tabulated by year of occurrence","Final figure, complete","2018","9343",""
"Bulgaria","2016","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2018","107580",""
"Bulgaria","2016","Total","January","Data tabulated by year of occurrence","Final figure, complete","2018","10391",""
"Bulgaria","2016","Total","February","Data tabulated by year of occurrence","Final figure, complete","2018","8985",""
"Bulgaria","2016","Total","March","Data tabulated by year of occurrence","Final figure, complete","2018","9083",""
"Bulgaria","2016","Total","April","Data tabulated by year of occurrence","Final figure, complete","2018","8567",""
"Bulgaria","2016","Total","May","Data tabulated by year of occurrence","Final figure, complete","2018","9021",""
"Bulgaria","2016","Total","June","Data tabulated by year of occurrence","Final figure, complete","2018","8405",""
"Bulgaria","2016","Total","July","Data tabulated by year of occurrence","Final figure, complete","2018","8363",""
"Bulgaria","2016","Total","August","Data tabulated by year of occurrence","Final figure, complete","2018","8212",""
"Bulgaria","2016","Total","September","Data tabulated by year of occurrence","Final figure, complete","2018","7687",""
"Bulgaria","2016","Total","October","Data tabulated by year of occurrence","Final figure, complete","2018","9171",""
"Bulgaria","2016","Total","November","Data tabulated by year of occurrence","Final figure, complete","2018","9092",""
"Bulgaria","2016","Total","December","Data tabulated by year of occurrence","Final figure, complete","2018","10603",""
"Bulgaria","2015","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2016","110117",""
"Bulgaria","2015","Total","January","Data tabulated by year of occurrence","Final figure, complete","2016","10763",""
"Bulgaria","2015","Total","February","Data tabulated by year of occurrence","Final figure, complete","2016","9706",""
"Bulgaria","2015","Total","March","Data tabulated by year of occurrence","Final figure, complete","2016","10642",""
"Bulgaria","2015","Total","April","Data tabulated by year of occurrence","Final figure, complete","2016","9512",""
"Bulgaria","2015","Total","May","Data tabulated by year of occurrence","Final figure, complete","2016","8852",""
"Bulgaria","2015","Total","June","Data tabulated by year of occurrence","Final figure, complete","2016","8168",""
"Bulgaria","2015","Total","July","Data tabulated by year of occurrence","Final figure, complete","2016","8960",""
"Bulgaria","2015","Total","August","Data tabulated by year of occurrence","Final figure, complete","2016","8378",""
"Bulgaria","2015","Total","September","Data tabulated by year of occurrence","Final figure, complete","2016","7825",""
"Bulgaria","2015","Total","October","Data tabulated by year of occurrence","Final figure, complete","2016","8910",""
"Bulgaria","2015","Total","November","Data tabulated by year of occurrence","Final figure, complete","2016","9066",""
"Bulgaria","2015","Total","December","Data tabulated by year of occurrence","Final figure, complete","2016","9335",""
"Bulgaria","2014","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2016","108952",""
"Bulgaria","2014","Total","January","Data tabulated by year of occurrence","Final figure, complete","2016","10407",""
"Bulgaria","2014","Total","February","Data tabulated by year of occurrence","Final figure, complete","2016","9408",""
"Bulgaria","2014","Total","March","Data tabulated by year of occurrence","Final figure, complete","2016","9447",""
"Bulgaria","2014","Total","April","Data tabulated by year of occurrence","Final figure, complete","2016","8696",""
"Bulgaria","2014","Total","May","Data tabulated by year of occurrence","Final figure, complete","2016","8916",""
"Bulgaria","2014","Total","June","Data tabulated by year of occurrence","Final figure, complete","2016","8241",""
"Bulgaria","2014","Total","July","Data tabulated by year of occurrence","Final figure, complete","2016","8368",""
"Bulgaria","2014","Total","August","Data tabulated by year of occurrence","Final figure, complete","2016","8445",""
"Bulgaria","2014","Total","September","Data tabulated by year of occurrence","Final figure, complete","2016","8104",""
"Bulgaria","2014","Total","October","Data tabulated by year of occurrence","Final figure, complete","2016","9412",""
"Bulgaria","2014","Total","November","Data tabulated by year of occurrence","Final figure, complete","2016","9302",""
"Bulgaria","2014","Total","December","Data tabulated by year of occurrence","Final figure, complete","2016","10206",""
"Bulgaria","2013","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2015","104345",""
"Bulgaria","2013","Total","January","Data tabulated by year of occurrence","Final figure, complete","2015","9546",""
"Bulgaria","2013","Total","February","Data tabulated by year of occurrence","Final figure, complete","2015","8774",""
"Bulgaria","2013","Total","March","Data tabulated by year of occurrence","Final figure, complete","2015","9726",""
"Bulgaria","2013","Total","April","Data tabulated by year of occurrence","Final figure, complete","2015","8779",""
"Bulgaria","2013","Total","May","Data tabulated by year of occurrence","Final figure, complete","2015","8321",""
"Bulgaria","2013","Total","June","Data tabulated by year of occurrence","Final figure, complete","2015","8096",""
"Bulgaria","2013","Total","July","Data tabulated by year of occurrence","Final figure, complete","2015","8048",""
"Bulgaria","2013","Total","August","Data tabulated by year of occurrence","Final figure, complete","2015","7877",""
"Bulgaria","2013","Total","September","Data tabulated by year of occurrence","Final figure, complete","2015","7633",""
"Bulgaria","2013","Total","October","Data tabulated by year of occurrence","Final figure, complete","2015","8762",""
"Bulgaria","2013","Total","November","Data tabulated by year of occurrence","Final figure, complete","2015","8737",""
"Bulgaria","2013","Total","December","Data tabulated by year of occurrence","Final figure, complete","2015","10046",""
"Bulgaria","2012","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2013","109281",""
"Bulgaria","2012","Total","January","Data tabulated by year of occurrence","Final figure, complete","2013","10536",""
"Bulgaria","2012","Total","February","Data tabulated by year of occurrence","Final figure, complete","2013","11363",""
"Bulgaria","2012","Total","March","Data tabulated by year of occurrence","Final figure, complete","2013","10140",""
"Bulgaria","2012","Total","April","Data tabulated by year of occurrence","Final figure, complete","2013","8934",""
"Bulgaria","2012","Total","May","Data tabulated by year of occurrence","Final figure, complete","2013","8658",""
"Bulgaria","2012","Total","June","Data tabulated by year of occurrence","Final figure, complete","2013","8625",""
"Bulgaria","2012","Total","July","Data tabulated by year of occurrence","Final figure, complete","2013","9173",""
"Bulgaria","2012","Total","August","Data tabulated by year of occurrence","Final figure, complete","2013","8209",""
"Bulgaria","2012","Total","September","Data tabulated by year of occurrence","Final figure, complete","2013","7447",""
"Bulgaria","2012","Total","October","Data tabulated by year of occurrence","Final figure, complete","2013","8081",""
"Bulgaria","2012","Total","November","Data tabulated by year of occurrence","Final figure, complete","2013","8584",""
"Bulgaria","2012","Total","December","Data tabulated by year of occurrence","Final figure, complete","2013","9531",""
"Bulgaria","2011","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2012","108258",""
"Bulgaria","2011","Total","January","Data tabulated by year of occurrence","Final figure, complete","2012","10408",""
"Bulgaria","2011","Total","February","Data tabulated by year of occurrence","Final figure, complete","2012","9297",""
"Bulgaria","2011","Total","March","Data tabulated by year of occurrence","Final figure, complete","2012","9889",""
"Bulgaria","2011","Total","April","Data tabulated by year of occurrence","Final figure, complete","2012","8947",""
"Bulgaria","2011","Total","May","Data tabulated by year of occurrence","Final figure, complete","2012","8886",""
"Bulgaria","2011","Total","June","Data tabulated by year of occurrence","Final figure, complete","2012","8123",""
"Bulgaria","2011","Total","July","Data tabulated by year of occurrence","Final figure, complete","2012","8797",""
"Bulgaria","2011","Total","August","Data tabulated by year of occurrence","Final figure, complete","2012","7980",""
"Bulgaria","2011","Total","September","Data tabulated by year of occurrence","Final figure, complete","2012","7654",""
"Bulgaria","2011","Total","October","Data tabulated by year of occurrence","Final figure, complete","2012","9165",""
"Bulgaria","2011","Total","November","Data tabulated by year of occurrence","Final figure, complete","2012","9415",""
"Bulgaria","2011","Total","December","Data tabulated by year of occurrence","Final figure, complete","2012","9697",""
"Bulgaria","2010","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2011","110165",""
"Bulgaria","2010","Total","January","Data tabulated by year of occurrence","Final figure, complete","2011","10147",""
"Bulgaria","2010","Total","February","Data tabulated by year of occurrence","Final figure, complete","2011","9496",""
"Bulgaria","2010","Total","March","Data tabulated by year of occurrence","Final figure, complete","2011","9636",""
"Bulgaria","2010","Total","April","Data tabulated by year of occurrence","Final figure, complete","2011","9004",""
"Bulgaria","2010","Total","May","Data tabulated by year of occurrence","Final figure, complete","2011","9340",""
"Bulgaria","2010","Total","June","Data tabulated by year of occurrence","Final figure, complete","2011","8545",""
"Bulgaria","2010","Total","July","Data tabulated by year of occurrence","Final figure, complete","2011","8979",""
"Bulgaria","2010","Total","August","Data tabulated by year of occurrence","Final figure, complete","2011","9208",""
"Bulgaria","2010","Total","September","Data tabulated by year of occurrence","Final figure, complete","2011","7860",""
"Bulgaria","2010","Total","October","Data tabulated by year of occurrence","Final figure, complete","2011","9364",""
"Bulgaria","2010","Total","November","Data tabulated by year of occurrence","Final figure, complete","2011","8656",""
"Bulgaria","2010","Total","December","Data tabulated by year of occurrence","Final figure, complete","2011","9930",""
"Canada","2017","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2019","276689","7"
"Canada","2017","Total","January","Data tabulated by year of occurrence","Final figure, complete","2019","27177","7"
"Canada","2017","Total","February","Data tabulated by year of occurrence","Final figure, complete","2019","23225","7"
"Canada","2017","Total","March","Data tabulated by year of occurrence","Final figure, complete","2019","24641","7"
"Canada","2017","Total","April","Data tabulated by year of occurrence","Final figure, complete","2019","22590","7"
"Canada","2017","Total","May","Data tabulated by year of occurrence","Final figure, complete","2019","22484","7"
"Canada","2017","Total","June","Data tabulated by year of occurrence","Final figure, complete","2019","20992","7"
"Canada","2017","Total","July","Data tabulated by year of occurrence","Final figure, complete","2019","21503","7"
"Canada","2017","Total","August","Data tabulated by year of occurrence","Final figure, complete","2019","21578","7"
"Canada","2017","Total","September","Data tabulated by year of occurrence","Final figure, complete","2019","21451","7"
"Canada","2017","Total","October","Data tabulated by year of occurrence","Final figure, complete","2019","22774","7"
"Canada","2017","Total","November","Data tabulated by year of occurrence","Final figure, complete","2019","23133","7"
"Canada","2017","Total","December","Data tabulated by year of occurrence","Final figure, complete","2019","25141","7"
"Canada","2016","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2019","267213","7"
"Canada","2016","Total","January","Data tabulated by year of occurrence","Final figure, complete","2019","23719","7"
"Canada","2016","Total","February","Data tabulated by year of occurrence","Final figure, complete","2019","22273","7"
"Canada","2016","Total","March","Data tabulated by year of occurrence","Final figure, complete","2019","23950","7"
"Canada","2016","Total","April","Data tabulated by year of occurrence","Final figure, complete","2019","22271","7"
"Canada","2016","Total","May","Data tabulated by year of occurrence","Final figure, complete","2019","22008","7"
"Canada","2016","Total","June","Data tabulated by year of occurrence","Final figure, complete","2019","20401","7"
"Canada","2016","Total","July","Data tabulated by year of occurrence","Final figure, complete","2019","20850","7"
"Canada","2016","Total","August","Data tabulated by year of occurrence","Final figure, complete","2019","21235","7"
"Canada","2016","Total","September","Data tabulated by year of occurrence","Final figure, complete","2019","20783","7"
"Canada","2016","Total","October","Data tabulated by year of occurrence","Final figure, complete","2019","22952","7"
"Canada","2016","Total","November","Data tabulated by year of occurrence","Final figure, complete","2019","22349","7"
"Canada","2016","Total","December","Data tabulated by year of occurrence","Final figure, complete","2019","24422","7"
"Canada","2015","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2018","264333","7"
"Canada","2015","Total","January","Data tabulated by year of occurrence","Final figure, complete","2018","26946","7"
"Canada","2015","Total","February","Data tabulated by year of occurrence","Final figure, complete","2018","22453","7"
"Canada","2015","Total","March","Data tabulated by year of occurrence","Final figure, complete","2018","23758","7"
"Canada","2015","Total","April","Data tabulated by year of occurrence","Final figure, complete","2018","22073","7"
"Canada","2015","Total","May","Data tabulated by year of occurrence","Final figure, complete","2018","21827","7"
"Canada","2015","Total","June","Data tabulated by year of occurrence","Final figure, complete","2018","19811","7"
"Canada","2015","Total","July","Data tabulated by year of occurrence","Final figure, complete","2018","20451","7"
"Canada","2015","Total","August","Data tabulated by year of occurrence","Final figure, complete","2018","20323","7"
"Canada","2015","Total","September","Data tabulated by year of occurrence","Final figure, complete","2018","20189","7"
"Canada","2015","Total","October","Data tabulated by year of occurrence","Final figure, complete","2018","22284","7"
"Canada","2015","Total","November","Data tabulated by year of occurrence","Final figure, complete","2018","21415","7"
"Canada","2015","Total","December","Data tabulated by year of occurrence","Final figure, complete","2018","22803","7"
"Cayman Islands","2018","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2019","214","8"
"Cayman Islands","2018","Total","January","Data tabulated by year of occurrence","Final figure, complete","2019","19","8"
"Cayman Islands","2018","Total","February","Data tabulated by year of occurrence","Final figure, complete","2019","20","8"
"Cayman Islands","2018","Total","March","Data tabulated by year of occurrence","Final figure, complete","2019","25","8"
"Cayman Islands","2018","Total","April","Data tabulated by year of occurrence","Final figure, complete","2019","20","8"
"Cayman Islands","2018","Total","May","Data tabulated by year of occurrence","Final figure, complete","2019","19","8"
"Cayman Islands","2018","Total","June","Data tabulated by year of occurrence","Final figure, complete","2019","15","8"
"Cayman Islands","2018","Total","July","Data tabulated by year of occurrence","Final figure, complete","2019","9","8"
"Cayman Islands","2018","Total","August","Data tabulated by year of occurrence","Final figure, complete","2019","16","8"
"Cayman Islands","2018","Total","September","Data tabulated by year of occurrence","Final figure, complete","2019","17","8"
"Cayman Islands","2018","Total","October","Data tabulated by year of occurrence","Final figure, complete","2019","22","8"
"Cayman Islands","2018","Total","November","Data tabulated by year of occurrence","Final figure, complete","2019","20","8"
"Cayman Islands","2018","Total","December","Data tabulated by year of occurrence","Final figure, complete","2019","12","8"
"Cayman Islands","2017","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2018","216","8"
"Cayman Islands","2017","Total","January","Data tabulated by year of occurrence","Final figure, complete","2018","21","8"
"Cayman Islands","2017","Total","February","Data tabulated by year of occurrence","Final figure, complete","2018","13","8"
"Cayman Islands","2017","Total","March","Data tabulated by year of occurrence","Final figure, complete","2018","21","8"
"Cayman Islands","2017","Total","April","Data tabulated by year of occurrence","Final figure, complete","2018","21","8"
"Cayman Islands","2017","Total","May","Data tabulated by year of occurrence","Final figure, complete","2018","21","8"
"Cayman Islands","2017","Total","June","Data tabulated by year of occurrence","Final figure, complete","2018","10","8"
"Cayman Islands","2017","Total","July","Data tabulated by year of occurrence","Final figure, complete","2018","17","8"
"Cayman Islands","2017","Total","August","Data tabulated by year of occurrence","Final figure, complete","2018","17","8"
"Cayman Islands","2017","Total","September","Data tabulated by year of occurrence","Final figure, complete","2018","17","8"
"Cayman Islands","2017","Total","October","Data tabulated by year of occurrence","Final figure, complete","2018","19","8"
"Cayman Islands","2017","Total","November","Data tabulated by year of occurrence","Final figure, complete","2018","16","8"
"Cayman Islands","2017","Total","December","Data tabulated by year of occurrence","Final figure, complete","2018","23","8"
"Cayman Islands","2016","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2018","193","8"
"Cayman Islands","2016","Total","January","Data tabulated by year of occurrence","Final figure, complete","2018","13","8"
"Cayman Islands","2016","Total","February","Data tabulated by year of occurrence","Final figure, complete","2018","10","8"
"Cayman Islands","2016","Total","March","Data tabulated by year of occurrence","Final figure, complete","2018","19","8"
"Cayman Islands","2016","Total","April","Data tabulated by year of occurrence","Final figure, complete","2018","22","8"
"Cayman Islands","2016","Total","May","Data tabulated by year of occurrence","Final figure, complete","2018","14","8"
"Cayman Islands","2016","Total","June","Data tabulated by year of occurrence","Final figure, complete","2018","25","8"
"Cayman Islands","2016","Total","July","Data tabulated by year of occurrence","Final figure, complete","2018","17","8"
"Cayman Islands","2016","Total","August","Data tabulated by year of occurrence","Final figure, complete","2018","8","8"
"Cayman Islands","2016","Total","September","Data tabulated by year of occurrence","Final figure, complete","2018","16","8"
"Cayman Islands","2016","Total","October","Data tabulated by year of occurrence","Final figure, complete","2018","20","8"
"Cayman Islands","2016","Total","November","Data tabulated by year of occurrence","Final figure, complete","2018","17","8"
"Cayman Islands","2016","Total","December","Data tabulated by year of occurrence","Final figure, complete","2018","12","8"
"Cayman Islands","2015","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2015","170","8"
"Cayman Islands","2015","Total","January","Data tabulated by year of occurrence","Final figure, complete","2015","19","8"
"Cayman Islands","2015","Total","February","Data tabulated by year of occurrence","Final figure, complete","2015","16","8"
"Cayman Islands","2015","Total","March","Data tabulated by year of occurrence","Final figure, complete","2015","13","8"
"Cayman Islands","2015","Total","April","Data tabulated by year of occurrence","Final figure, complete","2015","14","8"
"Cayman Islands","2015","Total","May","Data tabulated by year of occurrence","Final figure, complete","2015","15","8"
"Cayman Islands","2015","Total","June","Data tabulated by year of occurrence","Final figure, complete","2015","14","8"
"Cayman Islands","2015","Total","July","Data tabulated by year of occurrence","Final figure, complete","2015","12","8"
"Cayman Islands","2015","Total","August","Data tabulated by year of occurrence","Final figure, complete","2015","8","8"
"Cayman Islands","2015","Total","September","Data tabulated by year of occurrence","Final figure, complete","2015","16","8"
"Cayman Islands","2015","Total","October","Data tabulated by year of occurrence","Final figure, complete","2015","12","8"
"Cayman Islands","2015","Total","November","Data tabulated by year of occurrence","Final figure, complete","2015","19","8"
"Cayman Islands","2015","Total","December","Data tabulated by year of occurrence","Final figure, complete","2015","12","8"
"Cayman Islands","2014","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2015","163","8"
"Cayman Islands","2014","Total","January","Data tabulated by year of occurrence","Final figure, complete","2015","13","8"
"Cayman Islands","2014","Total","February","Data tabulated by year of occurrence","Final figure, complete","2015","12","8"
"Cayman Islands","2014","Total","March","Data tabulated by year of occurrence","Final figure, complete","2015","8","8"
"Cayman Islands","2014","Total","April","Data tabulated by year of occurrence","Final figure, complete","2015","11","8"
"Cayman Islands","2014","Total","May","Data tabulated by year of occurrence","Final figure, complete","2015","11","8"
"Cayman Islands","2014","Total","June","Data tabulated by year of occurrence","Final figure, complete","2015","14","8"
"Cayman Islands","2014","Total","July","Data tabulated by year of occurrence","Final figure, complete","2015","15","8"
"Cayman Islands","2014","Total","August","Data tabulated by year of occurrence","Final figure, complete","2015","13","8"
"Cayman Islands","2014","Total","September","Data tabulated by year of occurrence","Final figure, complete","2015","20","8"
"Cayman Islands","2014","Total","October","Data tabulated by year of occurrence","Final figure, complete","2015","11","8"
"Cayman Islands","2014","Total","November","Data tabulated by year of occurrence","Final figure, complete","2015","18","8"
"Cayman Islands","2014","Total","December","Data tabulated by year of occurrence","Final figure, complete","2015","17","8"
"Cayman Islands","2013","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2015","182","8"
"Cayman Islands","2013","Total","January","Data tabulated by year of occurrence","Final figure, complete","2015","15","8"
"Cayman Islands","2013","Total","February","Data tabulated by year of occurrence","Final figure, complete","2015","18","8"
"Cayman Islands","2013","Total","March","Data tabulated by year of occurrence","Final figure, complete","2015","14","8"
"Cayman Islands","2013","Total","April","Data tabulated by year of occurrence","Final figure, complete","2015","12","8"
"Cayman Islands","2013","Total","May","Data tabulated by year of occurrence","Final figure, complete","2015","12","8"
"Cayman Islands","2013","Total","June","Data tabulated by year of occurrence","Final figure, complete","2015","14","8"
"Cayman Islands","2013","Total","July","Data tabulated by year of occurrence","Final figure, complete","2015","16","8"
"Cayman Islands","2013","Total","August","Data tabulated by year of occurrence","Final figure, complete","2015","16","8"
"Cayman Islands","2013","Total","September","Data tabulated by year of occurrence","Final figure, complete","2015","11","8"
"Cayman Islands","2013","Total","October","Data tabulated by year of occurrence","Final figure, complete","2015","17","8"
"Cayman Islands","2013","Total","November","Data tabulated by year of occurrence","Final figure, complete","2015","22","8"
"Cayman Islands","2013","Total","December","Data tabulated by year of occurrence","Final figure, complete","2015","15","8"
"Cayman Islands","2012","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2015","184","8"
"Cayman Islands","2012","Total","January","Data tabulated by year of occurrence","Final figure, complete","2015","18","8"
"Cayman Islands","2012","Total","February","Data tabulated by year of occurrence","Final figure, complete","2015","17","8"
"Cayman Islands","2012","Total","March","Data tabulated by year of occurrence","Final figure, complete","2015","15","8"
"Cayman Islands","2012","Total","April","Data tabulated by year of occurrence","Final figure, complete","2015","16","8"
"Cayman Islands","2012","Total","May","Data tabulated by year of occurrence","Final figure, complete","2015","12","8"
"Cayman Islands","2012","Total","June","Data tabulated by year of occurrence","Final figure, complete","2015","13","8"
"Cayman Islands","2012","Total","July","Data tabulated by year of occurrence","Final figure, complete","2015","16","8"
"Cayman Islands","2012","Total","August","Data tabulated by year of occurrence","Final figure, complete","2015","21","8"
"Cayman Islands","2012","Total","September","Data tabulated by year of occurrence","Final figure, complete","2015","14","8"
"Cayman Islands","2012","Total","October","Data tabulated by year of occurrence","Final figure, complete","2015","16","8"
"Cayman Islands","2012","Total","November","Data tabulated by year of occurrence","Final figure, complete","2015","12","8"
"Cayman Islands","2012","Total","December","Data tabulated by year of occurrence","Final figure, complete","2015","14","8"
"Cayman Islands","2011","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2015","176","8"
"Cayman Islands","2011","Total","January","Data tabulated by year of occurrence","Final figure, complete","2015","16","8"
"Cayman Islands","2011","Total","February","Data tabulated by year of occurrence","Final figure, complete","2015","17","8"
"Cayman Islands","2011","Total","March","Data tabulated by year of occurrence","Final figure, complete","2015","15","8"
"Cayman Islands","2011","Total","April","Data tabulated by year of occurrence","Final figure, complete","2015","11","8"
"Cayman Islands","2011","Total","May","Data tabulated by year of occurrence","Final figure, complete","2015","15","8"
"Cayman Islands","2011","Total","June","Data tabulated by year of occurrence","Final figure, complete","2015","16","8"
"Cayman Islands","2011","Total","July","Data tabulated by year of occurrence","Final figure, complete","2015","10","8"
"Cayman Islands","2011","Total","August","Data tabulated by year of occurrence","Final figure, complete","2015","15","8"
"Cayman Islands","2011","Total","September","Data tabulated by year of occurrence","Final figure, complete","2015","18","8"
"Cayman Islands","2011","Total","October","Data tabulated by year of occurrence","Final figure, complete","2015","13","8"
"Cayman Islands","2011","Total","November","Data tabulated by year of occurrence","Final figure, complete","2015","16","8"
"Cayman Islands","2011","Total","December","Data tabulated by year of occurrence","Final figure, complete","2015","14","8"
"Chile","2016","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2019","104026",""
"Chile","2016","Total","January","Data tabulated by year of occurrence","Final figure, complete","2019","8398",""
"Chile","2016","Total","February","Data tabulated by year of occurrence","Final figure, complete","2019","7438",""
"Chile","2016","Total","March","Data tabulated by year of occurrence","Final figure, complete","2019","7806",""
"Chile","2016","Total","April","Data tabulated by year of occurrence","Final figure, complete","2019","8119",""
"Chile","2016","Total","May","Data tabulated by year of occurrence","Final figure, complete","2019","8744",""
"Chile","2016","Total","June","Data tabulated by year of occurrence","Final figure, complete","2019","9439",""
"Chile","2016","Total","July","Data tabulated by year of occurrence","Final figure, complete","2019","10732",""
"Chile","2016","Total","August","Data tabulated by year of occurrence","Final figure, complete","2019","9695",""
"Chile","2016","Total","September","Data tabulated by year of occurrence","Final figure, complete","2019","9245",""
"Chile","2016","Total","October","Data tabulated by year of occurrence","Final figure, complete","2019","8555",""
"Chile","2016","Total","November","Data tabulated by year of occurrence","Final figure, complete","2019","7980",""
"Chile","2016","Total","December","Data tabulated by year of occurrence","Final figure, complete","2019","7875",""
"Chile","2015","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2018","103327",""
"Chile","2015","Total","January","Data tabulated by year of occurrence","Final figure, complete","2018","8085",""
"Chile","2015","Total","February","Data tabulated by year of occurrence","Final figure, complete","2018","7328",""
"Chile","2015","Total","March","Data tabulated by year of occurrence","Final figure, complete","2018","7921",""
"Chile","2015","Total","April","Data tabulated by year of occurrence","Final figure, complete","2018","7900",""
"Chile","2015","Total","May","Data tabulated by year of occurrence","Final figure, complete","2018","8781",""
